world_x,world_y,world_heading,local_vx,local_vy,slip_angle,yaw_rate,steer,throttle,hand_brake,brake
-69.51789856,-123.4356995,-113.047554,23.76136186,2.028653128,4.87985842,-83.61166382,-0.419448167,1,0,0
-70.43538666,-123.4414139,-116.5499573,23.4263176,2.47131994,6.022048354,-85.93986511,-0.442013621,1,0,0
-71.4839325,-123.4489441,-120.1647415,23.05781073,2.908430004,7.189118572,-87.32161713,-0.450507343,1,0,0
-72.38602448,-123.4562759,-123.8106995,22.66397804,3.317855525,8.328560643,-87.92131805,-0.454875797,1,0,0
-73.40284729,-123.465477,-128.5978699,22.11775394,3.802197267,9.754207317,-87.82952118,-0.454713762,1,0,0
-74.34224701,-123.4748764,-133.6418152,21.51346783,4.368465868,11.47826417,-91.92510223,-0.45378235,1,0,0
-75.34986877,-123.4859161,-134.9698639,21.35434267,4.528954106,11.97419426,-92.47883606,-0.453296661,1,0,0
-76.67945099,-123.5019989,-138.5970917,20.89050795,5.11465616,13.75719748,-89.0117569,-0.451396048,1,0,0
-77.70801544,-123.515625,-142.2899475,20.39093895,5.3974782,14.82615648,-92.41679382,-0.444423437,1,0,0
-78.60165405,-123.5282898,-145.9445953,19.88957037,5.698071241,15.98623423,-94.97081757,-0.43492949,1,0,0
-79.62288666,-123.5437164,-150.7741852,19.21424943,6.137038244,17.71350117,-88.48091888,-0.410476387,1,0,0
-80.53562927,-123.5583725,-153.9650879,18.76464985,6.199445849,18.28246949,-82.20608521,-0.370318502,1,0,0
-81.55636597,-123.5757217,-155.0305634,18.61709934,6.18549025,18.37895396,-81.02519226,-0.357355922,1,0,0
-82.57146454,-123.5939636,-156.0357208,18.4718077,6.237804653,18.65947831,-78.1712265,-0.357355922,1,0,0
-83.56919098,-123.6128693,-158.8790588,18.06659855,6.219022702,18.9948796,-71.3020401,-0.306810141,1,0,0
-84.57022095,-123.6328278,-162.2553406,17.61562473,6.066180099,19.00184408,-64.62342834,-0.259806722,1,0,0
-85.43820953,-123.6509171,-165.16539,17.24790141,5.756135019,18.45538002,-58.25309753,-0.215856433,1,0,0
-86.46243286,-123.6732178,-165.8760986,17.17126289,5.639120838,18.18041574,-57.60722733,-0.200585395,1,0,0
-87.49874878,-123.6968155,-167.8993835,16.94727996,5.391573656,17.6478444,-52.60942459,-0.177428678,1,0,0
-88.36662292,-123.7173767,-170.3474121,16.71852209,4.961711152,16.5297985,-47.64050674,-0.142343909,1,0,0
-89.34046936,-123.7413025,-172.5017548,16.55645991,4.483930111,15.15371006,-42.8746376,-0.114701971,1,0,0
-90.31163025,-123.7660904,-173.0020294,16.53375144,4.336616567,14.69697869,-42.38209152,-0.107259706,1,0,0
-91.24339294,-123.7907104,-174.4772644,16.46892282,3.978076178,13.57970149,-39.71459198,-0.089295655,1,0,0
-92.15260315,-123.8155441,-176.2456665,16.44125454,3.454326945,11.86533143,-35.9660759,-0.064845912,1,0,0
-93.32849121,-123.8487854,-177.8532867,16.49226243,2.959359865,10.17285278,-32.71445465,-0.039498061,1,0,0
